STATE,DAY_WEEK,LIGHT,WEATHER,ROAD_TYPE,VEHICLES,PERSONS,DRUNK_DRIVERS,FATALSUM
8,6,1,98,2,4,4,1,1
8,6,1,98,2,1,0,0,1
8,2,4,98,1,1,2,1,2
8,3,1,98,2,5,6,0,1
8,3,2,2,1,1,1,1,1
8,6,3,98,2,1,2,1,4
8,2,1,98,1,1,5,0,3
8,2,1,2,1,2,4,0,1
8,6,2,1,2,1,1,0,1
8,7,2,98,1,1,2,1,2
8,1,1,98,1,2,3,0,1
8,1,2,98,1,1,3,1,1
8,7,3,98,1,1,1,1,1
8,4,1,98,2,1,4,0,1
8,7,1,1,1,1,2,0,1
8,1,1,98,1,2,4,0,2
8,1,1,98,1,1,5,0,1
8,6,1,2,2,3,7,1,2
8,3,1,98,2,2,3,0,1
8,7,1,1,2,2,3,0,1
8,2,3,98,2,2,3,1,1
8,4,1,2,2,1,2,0,1
8,4,3,98,2,2,2,0,1
8,7,1,98,1,1,2,1,1
8,1,3,98,2,2,4,1,1
8,2,1,1,1,3,3,0,2
8,1,1,98,1,2,2,1,1
8,2,2,98,1,2,2,0,2
8,2,2,98,1,1,2,0,1
8,2,2,98,1,1,3,1,1
8,3,1,2,2,1,1,0,1
8,4,5,98,2,1,1,1,1
8,6,3,98,2,2,3,0,4
8,7,1,98,2,6,11,1,1
8,4,3,98,2,1,1,0,2
8,4,2,2,2,1,1,0,1
8,3,1,98,2,4,6,0,1
8,2,2,98,2,2,2,2,2
8,5,2,98,2,2,4,0,1
8,6,5,98,2,2,2,1,1
8,7,1,98,1,2,7,1,1
8,2,2,98,1,2,2,1,1
8,2,1,98,1,1,2,1,1
8,2,1,98,1,1,4,0,1
8,2,3,98,2,2,4,1,3
8,5,2,98,2,1,1,0,2
8,3,3,98,2,2,3,0,1
8,5,3,98,2,1,1,0,3
8,5,2,98,2,1,1,1,1
8,7,2,98,1,1,1,0,4
8,7,1,98,2,2,4,0,1
8,7,1,98,1,3,10,0,1
8,3,4,98,1,1,1,0,1
8,5,1,98,2,1,1,1,1
8,5,1,98,1,2,4,0,1
8,4,4,98,2,1,1,0,2
8,6,2,98,2,1,3,1,2
8,6,3,98,2,1,2,0,1
8,7,2,1,1,1,1,0,1
8,2,1,10,1,2,3,0,1
8,7,5,98,1,1,2,0,1
8,3,5,98,1,1,1,0,1
8,7,3,98,2,2,3,0,1
8,7,1,98,2,3,5,1,1
8,4,3,98,2,2,3,2,1
8,4,2,2,1,1,1,1,1
8,5,4,98,2,1,1,0,1
8,2,4,98,2,2,2,0,1
8,5,1,98,1,2,3,0,1
8,1,1,98,2,2,3,0,1
8,3,2,98,2,2,2,1,1
8,3,1,1,1,1,1,1,1
8,7,1,98,1,1,4,0,1
8,6,1,98,2,2,4,0,1
8,4,3,98,2,1,1,1,2
8,3,1,98,2,2,4,0,1
8,1,1,98,2,1,3,0,1
8,1,3,98,2,1,3,1,2
8,1,2,98,1,1,5,1,5
8,2,1,98,1,1,1,1,1
8,4,1,98,1,3,3,0,1
8,4,1,10,1,2,3,0,1
8,6,1,98,1,1,1,1,1
8,7,1,1,1,1,1,1,1
8,2,5,98,2,5,4,1,1
8,4,1,98,1,1,3,0,1
8,5,2,1,1,1,1,0,1
8,4,3,1,2,1,1,0,1
8,3,1,98,1,2,4,0,1
8,2,1,98,2,1,1,0,1
8,5,4,98,1,2,2,0,1
8,6,3,98,2,2,3,1,2
8,7,1,98,2,2,3,1,1
8,3,1,98,1,1,1,0,1
8,3,1,1,1,3,4,0,1
8,3,1,98,2,5,12,0,1
8,4,1,98,2,3,7,0,1
8,5,1,1,1,1,1,0,1
8,7,3,98,2,1,2,0,1
8,2,1,98,1,3,3,0,1
8,6,2,98,2,2,2,0,1
8,2,1,98,2,2,5,1,1
8,5,3,98,2,1,0,0,1
8,4,3,98,2,2,3,1,1
8,2,1,98,1,2,2,1,1
8,5,1,98,2,3,6,0,1
8,1,1,1,1,1,1,0,1
8,3,1,98,1,1,6,0,1
8,3,1,10,2,3,4,1,1
8,6,1,98,2,1,2,0,1
8,1,2,98,2,1,1,0,1
8,6,1,1,1,1,2,0,1
8,5,4,98,2,1,2,0,1
8,4,5,98,2,2,1,0,1
8,1,1,98,2,1,1,0,1
8,2,1,1,1,2,3,0,1
8,5,2,98,1,1,4,0,1
8,4,1,98,2,3,3,0,1
8,7,2,1,1,1,2,1,2
8,5,2,4,2,3,5,0,1
8,5,3,98,2,2,3,1,1
8,5,2,98,1,2,3,1,1
8,6,1,98,2,2,1,0,1
8,6,1,98,1,1,2,1,1
8,3,3,98,2,2,2,0,1
8,6,3,98,2,3,3,0,1
8,6,3,98,2,1,3,1,2
8,6,1,98,2,2,2,1,1
8,4,5,98,2,2,3,0,1
8,5,1,1,2,1,1,0,1
8,3,2,98,2,1,1,0,2
8,2,5,98,2,1,2,1,1
8,1,3,98,2,1,3,0,1
8,5,1,98,2,4,5,0,2
8,7,3,98,2,2,2,0,1
8,3,2,98,1,1,1,0,1
8,5,2,98,2,1,3,0,1
8,5,1,98,2,3,4,0,2
8,5,2,98,1,2,3,0,3
8,6,1,98,1,1,4,0,1
8,6,2,1,1,2,3,0,1
8,7,3,98,2,2,2,1,1
8,2,2,4,1,1,3,0,1
8,3,1,1,2,1,4,0,1
8,4,1,98,1,5,9,0,1
8,5,1,98,1,2,2,1,1
8,2,2,98,1,3,6,1,1
9,4,3,1,2,5,6,0,1
9,7,1,1,1,1,1,0,4
9,2,2,1,2,3,4,0,2
9,3,2,4,6,1,4,0,1
9,5,2,1,2,2,2,1,1
9,7,2,11,1,1,2,0,1
9,5,1,10,2,3,4,1,1
9,7,3,1,2,2,2,1,2
9,7,3,1,2,1,1,1,4
9,6,3,1,2,1,3,0,1
9,6,1,1,2,1,1,0,5
9,6,2,1,2,2,1,0,1
9,4,3,1,2,1,1,0,4
9,7,2,1,2,1,1,0,1
9,1,3,1,2,1,1,0,2
9,6,2,1,2,1,1,1,1
9,5,1,1,1,1,2,0,1
9,4,1,4,2,1,1,0,1
9,7,3,1,2,1,2,1,3
9,1,3,1,2,1,1,1,1
9,7,3,1,2,1,1,0,2
9,2,1,1,1,1,2,0,1
9,7,3,1,2,2,3,0,2
9,1,3,10,2,1,1,1,1
9,4,2,10,2,1,1,0,1
9,2,3,1,2,2,2,1,2
9,4,2,2,2,1,1,0,2
9,1,1,1,2,1,1,1,1
9,5,3,1,2,1,1,1,3
9,1,3,1,2,1,2,0,2
9,5,1,1,2,2,3,0,3
9,7,3,1,2,1,2,1,3
9,1,2,1,1,1,1,1,2
9,6,3,2,2,1,3,1,1
9,6,1,4,2,2,2,0,1
9,3,1,1,2,1,1,0,3
9,6,3,1,2,1,3,1,2
9,6,1,1,2,2,2,0,3
9,6,3,1,2,1,2,1,1
9,2,1,1,1,2,3,0,1
9,4,2,1,1,1,1,0,1
9,5,1,10,2,1,2,0,2
9,5,1,1,2,3,4,0,2
9,5,3,5,2,2,2,0,1
9,4,1,1,2,2,2,0,4
9,2,3,1,2,1,1,0,3
9,4,3,1,2,1,1,1,1
9,7,1,1,2,3,3,0,1
9,7,1,1,2,1,1,0,4
9,1,3,10,2,1,1,0,2
9,5,2,1,6,1,0,0,1
9,5,1,1,2,1,1,0,5
9,7,1,1,2,2,3,1,1
9,1,1,1,1,2,2,1,1
9,5,3,1,2,2,2,0,3
9,5,3,1,2,1,1,0,6
9,4,5,1,2,1,1,0,1
9,1,3,1,2,2,2,2,2
9,2,1,1,2,2,3,0,1
9,3,2,1,2,1,1,0,2
9,2,1,1,2,1,3,0,1
9,3,1,2,1,1,1,0,1
9,5,1,1,2,2,2,0,2
9,4,1,1,6,1,1,0,1
9,4,1,1,2,1,2,1,1
9,4,2,1,2,2,2,0,1
9,6,1,2,2,2,2,0,1
9,1,1,1,1,2,4,0,1
9,4,1,1,2,3,3,0,1
9,2,1,1,2,3,3,1,1
9,7,4,1,2,1,1,1,1
9,6,1,10,2,2,2,0,1
9,2,2,1,1,2,3,1,1
9,7,3,2,2,2,3,2,1
9,6,2,1,2,1,1,0,3
9,7,2,1,1,2,2,1,1
9,1,4,1,2,3,2,1,1
9,6,1,1,2,1,1,1,1
9,3,2,1,2,1,1,1,2
9,3,3,1,2,2,2,1,1
9,6,2,1,2,2,2,0,1
9,1,3,1,2,2,3,0,1
9,2,1,1,2,2,2,0,1
9,4,1,10,2,2,2,1,1
9,6,3,1,1,2,2,0,1
9,2,3,1,2,2,3,1,1
9,1,2,1,2,1,12,0,1
9,2,3,99,2,1,1,0,1
9,6,1,1,1,1,1,0,1
9,6,1,1,2,3,3,0,1
9,5,1,1,1,3,3,0,1
9,5,1,1,2,2,4,0,2
9,7,1,1,2,2,3,0,4
9,6,3,1,2,1,1,1,1
9,3,1,1,1,2,2,0,1
9,1,1,1,2,2,6,0,1
9,2,3,1,2,4,1,1,1
9,4,1,1,2,2,2,0,4
9,6,1,2,2,1,2,0,1
9,5,1,2,2,1,1,0,1
9,6,1,1,2,2,3,0,2
9,1,2,1,2,1,1,1,2
9,1,1,1,1,1,1,1,1
9,2,3,1,6,2,3,1,1
9,2,4,1,2,2,2,0,2
9,3,1,1,1,1,1,0,1
9,5,2,1,1,1,1,0,1
9,5,1,1,6,1,1,0,1
9,7,3,1,1,2,2,1,1
9,7,3,10,2,2,2,0,1
9,1,1,1,2,2,7,0,1
9,4,2,1,2,1,1,0,2
9,5,2,1,2,1,1,0,3
9,1,3,2,2,3,4,1,1
9,7,1,1,2,2,2,0,2
9,6,3,1,2,2,2,1,1
9,1,1,1,1,1,4,0,1
9,2,2,1,2,1,1,0,1
9,2,2,1,2,1,1,1,3
9,5,1,1,2,1,1,1,1
9,2,1,1,2,1,1,0,2
9,2,1,1,2,2,3,1,1
9,6,3,1,2,1,2,0,1
9,7,3,1,2,2,6,1,3
9,5,3,1,2,1,2,0,1
9,5,1,1,1,2,3,0,1
9,6,1,1,2,1,2,0,1
9,2,5,1,2,2,1,1,1
9,6,3,1,2,2,2,2,1
9,4,1,1,2,1,1,0,5
9,5,3,1,2,5,8,0,1
9,4,3,1,2,2,1,0,1
9,1,1,1,2,1,1,0,2
9,3,3,1,2,1,1,1,1
9,1,4,1,2,1,2,1,2
9,7,1,1,2,3,3,1,1
9,7,1,1,2,1,3,0,1
9,6,3,2,2,1,3,0,1
9,4,5,1,2,2,2,1,1
9,4,1,1,2,3,5,0,1
9,1,2,1,1,1,1,0,1
9,2,1,1,2,5,9,0,1
9,4,2,1,2,1,1,1,2
9,3,1,1,2,4,4,0,1
9,2,1,4,2,1,35,0,1
9,6,3,1,2,1,1,0,4
9,1,1,1,2,3,5,0,1
9,4,1,1,2,1,3,0,1
9,3,1,1,2,3,4,0,1
9,6,2,2,2,1,1,1,1
9,4,1,1,1,3,5,0,1
9,6,1,1,1,3,5,0,1
9,5,2,1,2,4,4,0,1
9,1,1,1,1,1,1,0,1
9,3,1,1,2,2,2,0,2
9,7,3,1,2,2,1,1,1
9,6,1,1,1,2,2,0,1
9,1,1,1,2,2,2,2,1
9,5,1,1,2,2,2,1,1
9,2,2,1,1,1,1,0,1
9,1,3,1,2,2,4,1,1
9,6,1,10,2,3,6,0,1
9,3,3,1,2,1,1,0,1
9,5,1,2,2,2,2,0,1
9,1,1,1,1,5,7,1,1
9,4,3,1,2,3,4,0,1
9,7,1,1,1,1,0,0,1
9,4,3,2,2,3,3,1,1
9,1,1,1,2,2,2,0,1
9,7,1,1,2,2,1,0,1
9,2,3,1,2,2,2,0,1
9,5,2,1,2,3,6,0,1
9,6,3,10,2,2,2,0,1
9,1,3,1,2,2,7,0,1
9,3,2,1,2,2,2,0,1
9,2,1,1,2,1,2,0,1
9,5,3,1,2,1,2,1,1
9,5,3,1,2,2,2,1,1
9,2,2,2,2,2,2,0,1
9,2,2,2,1,1,1,1,1
9,7,3,8,2,1,2,1,2
9,2,1,1,2,2,4,1,1
9,4,1,1,1,1,1,1,1
9,4,1,1,2,2,2,2,1
9,4,2,1,2,1,2,0,3
9,1,1,1,2,2,4,0,1
9,7,1,1,2,6,17,0,1
9,7,3,1,2,2,4,0,1
9,6,2,1,2,1,2,1,1
9,6,3,2,2,1,1,0,1
9,6,1,10,2,1,2,0,2
9,1,4,1,2,1,4,0,1
9,1,1,1,2,1,4,0,1
9,6,1,6,2,1,1,0,1
9,5,1,1,2,3,3,0,1
9,4,3,1,2,1,3,0,1
9,7,1,10,1,1,1,1,1
9,4,3,10,2,1,1,1,1
9,6,4,1,2,1,1,0,1
9,5,3,1,2,2,2,0,3
9,2,1,10,2,3,5,1,1
9,3,1,2,2,2,3,0,1
9,4,2,1,2,1,2,0,3
9,7,3,1,2,1,2,0,1
9,1,1,2,2,2,2,0,1
10,5,2,1,1,1,1,0,1
10,3,3,1,2,2,3,0,1
10,1,2,1,1,1,3,1,1
10,7,2,1,1,1,1,1,1
10,6,2,1,2,2,2,0,1
10,2,2,1,2,1,1,0,2
10,1,3,1,2,1,1,0,1
10,4,3,2,2,1,1,0,1
10,4,3,10,2,1,2,1,2
10,6,1,10,1,2,2,0,1
10,6,2,2,1,1,1,1,1
10,3,2,1,1,2,2,1,1
10,3,1,1,1,2,2,0,3
10,1,2,10,2,2,3,0,1
10,5,2,1,1,1,3,0,2
10,2,3,1,2,1,1,0,1
10,6,2,1,1,1,3,1,1
10,6,2,1,1,2,5,1,1
10,4,1,1,1,2,6,0,1
10,3,1,1,2,2,2,0,2
10,2,1,1,1,2,2,0,1
10,4,1,10,2,1,1,0,1
10,3,5,1,1,1,1,0,1
10,7,1,1,1,2,9,0,1
10,2,2,1,2,3,4,1,1
10,2,1,1,2,2,5,0,1
10,4,2,1,2,1,1,1,1
10,4,1,1,1,2,2,0,1
10,5,1,1,1,2,2,0,1
10,7,2,2,1,2,2,1,1
10,7,2,1,2,1,1,0,1
10,7,1,10,2,2,5,0,1
10,3,1,1,2,1,1,0,1
10,7,2,1,1,2,5,1,2
10,4,2,1,1,1,1,0,1
10,2,2,1,1,1,1,1,1
10,1,2,1,2,1,1,0,3
10,4,2,4,2,1,1,0,1
10,1,4,10,2,2,2,0,1
10,7,1,10,1,1,2,0,1
10,5,2,1,2,1,1,1,1
10,7,1,1,1,3,3,2,1
10,3,1,1,1,2,4,0,1
10,3,2,1,1,1,1,0,1
10,1,1,1,1,2,3,0,1
10,3,1,1,1,2,1,0,1
10,6,1,1,2,2,2,1,1
10,7,2,2,1,1,3,1,1
10,6,2,1,2,1,1,0,3
10,4,1,1,2,1,2,0,1
10,7,4,1,1,1,3,1,2
10,6,2,1,1,1,1,1,1
10,7,1,1,2,2,4,0,2
10,7,3,1,2,1,2,0,1
10,7,1,1,1,1,2,0,1
10,5,2,1,1,2,2,1,1
10,7,2,1,2,2,4,1,1
10,4,3,10,2,1,2,0,1
10,1,2,1,2,1,1,1,1
10,6,5,1,2,2,3,0,1
10,5,1,2,1,2,1,1,1
10,7,1,1,1,2,3,0,1
10,7,1,10,1,2,3,0,1
10,6,1,1,1,2,2,0,3
10,7,5,1,1,1,1,1,1
10,7,2,1,2,2,2,2,1
10,1,5,1,1,1,2,1,1
10,4,1,1,1,1,1,0,1
10,6,5,1,2,1,1,0,1
10,5,3,1,2,1,1,1,1
10,4,1,2,2,2,2,0,1
10,5,1,1,1,5,9,0,1
10,3,1,1,2,1,2,0,1
10,6,1,1,1,3,5,0,1
10,5,2,1,1,1,2,0,1
10,3,2,10,1,1,1,1,2
10,5,2,1,2,2,1,1,1
10,5,2,1,1,2,1,0,1
10,2,2,10,2,1,1,0,1
10,3,1,1,1,1,1,0,1
10,7,2,1,1,2,3,0,1
10,2,2,1,2,2,2,0,1
10,6,1,1,1,1,1,0,1
10,1,2,1,1,1,2,1,1
10,5,1,1,2,2,2,0,1
10,4,2,1,1,2,2,0,1
10,5,5,1,2,2,2,0,1
10,7,2,1,1,1,2,0,2
10,2,1,1,1,2,1,0,1
10,5,1,10,2,2,2,1,1
10,7,1,1,1,2,4,0,1
10,7,3,10,2,1,1,0,1
10,5,2,1,2,1,2,0,1
10,6,2,10,1,1,2,0,1
10,1,1,1,1,3,3,0,1
10,7,2,1,1,2,2,2,1
10,5,2,1,1,1,1,1,1
10,4,3,1,1,1,1,0,1
10,5,1,1,1,2,3,1,1
10,2,1,2,1,2,3,0,1
10,6,2,1,1,2,8,0,1
10,2,2,1,1,3,1,1,1
11,6,3,1,2,1,1,0,2
11,2,3,1,9,1,1,1,1
11,6,1,1,2,2,2,0,1
11,3,3,1,2,1,1,1,1
11,4,3,1,2,2,2,1,1
11,7,3,1,2,2,1,1,1
11,5,3,1,2,1,1,0,1
11,1,3,1,2,2,2,1,1
11,7,3,1,2,2,2,0,1
11,7,3,1,2,1,1,1,1
11,4,1,1,2,2,11,0,1
11,2,3,1,2,1,1,0,1
11,5,3,2,2,1,1,1,1
11,1,3,1,2,1,1,1,1
11,3,3,1,2,1,1,0,1
11,5,3,1,2,2,2,0,1
11,3,3,2,2,1,1,0,2
11,6,3,1,2,1,1,1,1
11,1,3,1,2,1,2,1,1
11,4,3,1,2,2,3,0,1
11,4,3,1,2,1,1,0,1
11,7,1,1,2,7,6,0,1
11,7,6,99,2,1,3,0,2
11,6,3,1,2,4,6,0,1
12,3,1,1,1,2,2,0,13
12,5,3,10,2,2,2,1,2
12,7,1,10,1,1,1,0,4
12,2,1,1,2,1,1,0,18
12,7,1,2,6,1,1,0,1
12,7,4,5,1,2,2,0,1
12,6,1,1,2,2,2,0,18
12,1,3,1,6,1,2,1,1
12,1,9,98,2,1,1,0,1
12,2,3,10,6,1,2,1,2
12,1,3,1,2,1,1,1,11
12,7,3,1,2,1,1,1,9
12,6,1,1,2,1,3,0,1
12,2,1,1,2,2,5,0,1
12,5,1,1,2,3,5,0,3
12,4,2,2,2,1,1,1,1
12,3,1,1,1,1,1,0,12
12,7,3,1,1,1,1,1,7
12,3,2,2,1,5,9,0,1
12,7,2,5,1,1,4,0,3
12,2,3,10,1,1,3,0,2
12,2,1,1,1,2,4,0,7
12,1,2,2,2,2,2,0,1
12,6,1,1,1,2,2,0,18
12,6,3,1,1,2,2,1,3
12,6,1,10,1,1,1,0,4
12,5,3,1,2,2,2,1,3
12,5,1,1,1,2,3,0,16
12,6,1,1,1,2,7,0,1
12,6,2,10,1,2,2,2,1
12,5,2,2,1,2,3,0,1
12,6,2,1,1,1,1,0,13
12,4,1,10,1,2,5,0,2
12,4,1,1,2,1,1,0,20
12,4,1,10,1,2,4,0,1
12,1,2,1,1,1,1,1,11
12,7,1,1,1,1,1,0,18
12,5,1,2,1,2,2,1,1
12,5,3,1,2,3,3,0,2
12,6,3,10,2,1,2,0,2
12,1,1,1,2,2,2,1,2
12,1,2,1,2,2,2,1,5
12,2,1,1,1,2,2,0,13
12,7,3,1,2,1,3,1,2
12,2,3,1,2,2,2,1,3
12,7,2,1,1,1,2,1,3
12,2,2,1,2,1,1,0,12
12,2,2,10,1,1,1,1,1
12,6,2,98,2,1,1,1,1
12,1,1,1,1,2,2,0,5
12,4,2,2,1,3,3,0,1
12,6,2,2,1,1,2,0,3
12,1,2,10,1,2,4,0,1
12,2,2,1,1,3,4,0,3
12,1,1,1,2,1,3,0,3
12,1,3,10,2,1,2,1,2
12,1,2,1,2,1,1,1,6
12,7,3,10,2,1,1,1,2
12,1,2,10,1,1,1,1,5
12,3,2,1,2,2,3,0,2
12,1,2,2,1,2,4,0,2
12,7,2,10,1,2,4,1,2
12,4,2,1,1,2,2,2,1
12,1,1,10,2,3,6,0,1
12,6,1,1,1,2,3,0,9
12,1,7,2,1,2,5,0,1
12,5,3,2,1,3,3,0,1
12,7,3,1,1,1,3,1,1
12,6,3,1,2,1,1,1,8
12,7,3,1,2,1,2,1,2
12,6,1,1,1,4,4,1,1
12,7,1,1,2,3,15,0,1
12,7,1,1,2,2,2,0,23
12,6,5,1,1,1,1,1,1
12,7,2,1,1,1,1,1,10
12,4,1,10,1,2,3,0,1
12,1,1,10,1,1,1,0,3
12,4,2,1,2,2,5,0,1
12,2,3,1,1,1,1,0,10
12,7,3,5,2,2,4,1,1
12,1,1,1,2,1,1,1,6
12,5,3,1,2,2,3,1,3
12,5,1,2,2,2,3,0,2
12,4,2,1,1,1,1,1,7
12,1,1,1,2,2,2,0,12
12,3,1,1,1,1,3,1,1
12,3,3,1,2,2,2,1,4
12,3,1,5,1,1,1,0,3
12,6,3,1,2,2,4,0,2
12,2,4,5,1,1,1,0,1
12,3,1,10,2,2,2,0,2
12,4,1,1,2,3,8,0,1
12,3,1,1,2,1,1,0,13
12,5,2,1,1,1,1,1,7
12,1,1,1,1,2,3,0,4
12,5,2,1,2,1,1,0,17
12,5,4,1,2,2,3,0,2
12,7,1,1,2,3,5,0,4
12,2,1,10,2,1,1,0,3
12,1,1,1,2,2,3,0,11
12,5,1,1,2,2,2,0,16
12,6,2,1,1,2,2,0,2
12,4,1,1,1,2,2,0,9
12,2,3,10,2,2,4,0,1
12,3,2,2,2,1,2,0,1
12,1,2,1,2,2,3,0,3
12,7,3,1,2,2,2,0,8
12,7,1,1,1,3,5,0,3
12,7,1,1,1,2,2,0,10
12,4,3,10,2,1,3,0,2
12,4,3,1,2,2,3,1,3
12,3,3,1,2,2,2,0,7
12,3,1,10,1,2,3,0,3
12,7,2,5,1,1,2,1,1
12,5,2,1,2,2,2,1,2
12,6,1,1,1,3,7,0,1
12,1,3,1,1,3,5,1,2
12,6,1,10,2,4,4,0,2
12,4,1,10,1,1,1,0,6
12,1,1,1,2,2,5,0,2
12,7,2,2,2,1,2,1,2
12,4,1,1,2,3,3,0,3
12,6,1,1,1,1,1,0,17
12,5,2,10,1,1,2,1,1
12,6,2,1,2,2,7,1,6
12,3,2,1,2,2,4,0,1
12,4,1,2,1,3,3,0,1
12,6,3,1,2,2,2,0,7
12,4,3,2,2,2,5,0,1
12,5,1,1,2,2,3,1,1
12,5,5,1,2,2,2,0,3
12,3,2,10,2,2,3,0,2
12,2,2,1,2,2,2,1,3
12,3,2,1,2,4,7,0,1
12,1,1,10,1,1,3,0,2
12,5,2,1,2,2,3,0,2
12,1,2,1,1,1,1,0,10
12,4,3,1,2,1,1,1,4
12,3,2,1,1,2,6,0,1
12,1,3,1,1,1,2,0,3
12,1,3,1,2,2,4,0,5
12,6,9,8,2,1,1,1,1
12,2,2,1,2,1,1,1,5
12,5,2,1,1,2,4,0,1
12,5,3,10,1,3,3,0,1
12,4,5,1,1,1,1,0,2
12,7,5,1,1,2,2,2,1
12,2,3,1,2,1,1,1,5
12,3,1,1,1,1,1,1,1
12,1,3,10,2,1,1,1,5
12,6,1,10,1,2,3,1,2
12,3,2,1,1,2,2,1,1
12,3,1,1,1,2,3,0,7
12,4,3,10,2,1,2,1,2
12,7,2,1,2,2,3,1,2
12,7,1,1,1,1,1,0,18
12,7,1,1,1,1,2,0,5
12,7,3,10,2,2,4,0,1
12,2,2,1,1,1,1,0,17
12,7,2,1,1,1,2,0,10
12,1,2,1,2,2,3,0,3
12,1,5,1,1,1,1,1,2
12,4,1,1,1,3,6,0,1
12,2,2,1,1,2,4,1,2
12,3,3,1,2,2,3,1,4
12,5,1,2,1,2,2,0,4
12,2,3,1,2,4,4,1,1
12,5,3,1,2,2,5,0,2
12,3,3,5,2,2,2,0,1
12,1,2,1,2,1,1,0,14
12,2,1,1,1,1,4,0,1
12,6,3,1,2,4,4,0,2
12,2,1,1,2,1,3,0,4
12,2,2,1,2,1,2,0,2
12,4,1,1,1,1,1,0,19
12,5,3,1,2,2,4,1,1
12,4,2,1,1,2,2,0,3
12,4,1,1,2,2,2,0,16
12,7,3,10,1,4,8,0,1
12,1,4,10,2,2,2,0,1
12,4,2,1,1,1,2,1,4
12,1,1,1,2,1,1,0,20
12,5,1,1,2,1,1,0,17
12,5,1,1,2,1,2,0,4
12,6,2,1,1,3,6,0,1
12,1,2,1,1,2,2,0,5
12,6,2,1,1,1,2,0,9
12,5,2,1,1,2,5,0,3
12,7,2,1,2,1,2,1,2
12,5,1,1,1,2,2,0,9
12,3,1,1,2,2,3,0,13
12,7,1,10,1,2,2,0,4
12,4,2,1,2,1,1,1,3
12,1,2,1,1,2,3,1,3
12,1,3,1,2,4,4,0,1
12,2,1,1,1,1,1,0,13
12,1,2,1,1,2,3,0,2
12,7,1,1,1,2,3,0,7
12,7,2,2,1,1,5,0,1
12,4,1,10,2,3,3,0,2
12,6,2,1,1,1,1,1,7
12,6,1,10,1,2,3,0,4
12,3,3,1,2,1,2,1,2
12,6,2,1,1,2,2,1,3
12,5,5,2,1,1,1,1,1
12,5,2,1,1,3,3,0,3
12,6,3,1,2,3,3,1,1
12,7,6,1,1,2,4,1,1
12,1,3,1,2,2,6,1,1
12,7,3,1,2,2,3,1,5
12,6,1,1,1,1,3,0,3
12,6,2,1,2,2,5,0,1
12,5,3,1,2,2,3,0,6
12,3,3,10,1,1,1,0,1
12,4,2,1,1,1,2,1,4
12,1,3,1,2,2,2,1,6
12,1,3,2,1,2,3,0,1
12,3,1,1,2,2,4,0,2
12,1,3,1,2,3,3,1,3
12,1,1,10,2,2,2,1,1
12,3,3,1,2,2,8,0,1
12,2,1,1,2,3,6,0,1
12,7,1,2,2,4,5,1,1
12,2,3,10,2,1,1,1,1
12,6,3,1,2,1,1,0,32
12,2,3,1,2,2,5,1,1
12,3,3,1,2,2,6,0,1
12,2,1,2,2,3,5,0,2
12,6,3,1,2,3,3,0,1
12,3,1,5,1,2,2,0,1
12,7,3,1,2,1,1,0,38
12,3,3,1,2,1,1,1,1
12,7,2,1,2,2,2,1,2
12,4,3,1,2,2,2,1,2
12,6,1,1,2,1,2,0,4
12,1,3,1,2,1,3,0,5
12,1,3,1,1,2,4,2,1
12,6,1,1,2,6,11,0,1
12,3,3,1,1,2,2,1,2
12,7,3,1,2,3,4,1,2
12,5,1,1,2,2,3,0,12
12,6,2,1,2,1,2,1,2
12,7,1,10,2,2,2,0,4
12,6,2,10,2,2,2,1,3
12,3,1,1,2,2,2,0,14
12,1,3,1,1,1,4,1,3
12,6,1,1,2,3,5,0,2
12,2,3,1,2,1,1,0,20
12,6,3,1,2,5,1,1,1
12,6,3,1,2,2,2,0,7
12,1,3,1,2,1,1,0,33
12,4,3,1,2,2,3,0,2
12,6,3,1,2,3,5,0,1
12,6,1,10,2,1,1,0,4
12,4,1,10,2,2,2,0,2
12,5,3,1,1,1,1,1,2
12,6,1,2,2,2,2,0,3
12,2,2,10,1,2,3,0,1
12,2,2,10,2,2,2,0,2
12,7,3,1,2,2,2,1,11
12,7,3,2,2,2,2,0,1
12,6,3,5,2,1,1,1,1
12,4,3,2,2,2,3,0,2
12,6,1,1,2,2,4,0,1
12,7,1,1,2,3,1,0,1
12,1,5,1,2,1,1,0,5
12,5,3,2,2,1,2,0,2
12,7,5,1,2,1,1,0,1
12,4,3,1,2,2,2,0,8
12,6,3,5,2,2,4,0,3
12,7,1,2,2,1,1,0,2
12,1,1,1,2,3,7,1,1
12,3,1,1,2,1,2,0,2
12,3,2,10,2,2,1,0,1
12,6,1,10,1,3,3,0,3
12,3,3,1,2,2,2,2,2
12,7,2,10,2,1,2,1,1
12,1,1,1,1,1,1,0,17
12,2,3,1,2,2,6,0,1
12,1,2,10,1,2,3,1,1
12,4,1,10,1,1,2,0,1
12,4,1,1,1,3,3,0,3
12,6,2,1,2,2,2,0,3
12,7,3,1,2,1,4,1,1
12,6,2,1,2,1,1,1,5
12,6,1,1,2,3,3,0,4
12,2,3,1,2,2,1,0,1
12,2,3,1,1,1,1,1,2
12,5,5,1,2,1,1,0,1
12,1,3,10,2,1,3,0,1
12,5,2,1,2,2,3,1,3
12,6,3,2,1,1,1,1,2
12,2,3,1,2,1,2,1,2
12,6,5,1,2,1,1,0,3
12,5,1,10,2,1,2,0,3
12,4,2,1,1,1,1,0,13
